21.5	6.00	231.00	115.00	3245	15.4	79.00	1.00
19.8	6.00	200.00	85.00	2990	18.2	79.00	1.00
22.3	4.00	140.00	88.00	2890	17.3	79.00	1.00
20.2	6.00	232.00	90.00	3265	18.2	79.00	1.00
20.6	6.00	225.00	110.00	3360	16.6	79.00	1.00
17	8.00	305.00	130.00	3840	15.4	79.00	1.00
17.6	8.00	302.00	129.00	3725	13.4	79.00	1.00
16.5	8.00	351.00	138.00	3955	13.2	79.00	1.00
18.2	8.00	318.00	135.00	3830	15.2	79.00	1.00
16.9	8.00	350.00	155.00	4360	14.9	79.00	1.00
15.5	8.00	351.00	142.00	4054	14.3	79.00	1.00
19.2	8.00	267.00	125.00	3605	15	79.00	1.00
18.5	8.00	360.00	150.00	3940	13	79.00	1.00
31.9	4.00	89.00	71.00	1925	14	79.00	2.00
34.1	4.00	86.00	65.00	1975	15.2	79.00	3.00
35.7	4.00	98.00	80.00	1915	14.4	79.00	1.00
27.4	4.00	121.00	80.00	2670	15	79.00	1.00
25.4	5.00	183.00	77.00	3530	20.1	79.00	2.00
23	8.00	350.00	125.00	3900	17.4	79.00	1.00
27.2	4.00	141.00	71.00	3190	24.8	79.00	2.00
23.9	8.00	260.00	90.00	3420	22.2	79.00	1.00
34.2	4.00	105.00	70.00	2200	13.2	79.00	1.00
34.5	4.00	105.00	70.00	2150	14.9	79.00	1.00
31.8	4.00	85.00	65.00	2020	19.2	79.00	3.00
37.3	4.00	91.00	69.00	2130	14.7	79.00	2.00
28.4	4.00	151.00	90.00	2670	16	79.00	1.00
28.8	6.00	173.00	115.00	2595	11.3	79.00	1.00
26.8	6.00	173.00	115.00	2700	12.9	79.00	1.00
33.5	4.00	151.00	90.00	2556	13.2	79.00	1.00
41.5	4.00	98.00	76.00	2144	14.7	80.00	2.00
38.1	4.00	89.00	60.00	1968	18.8	80.00	3.00
32.1	4.00	98.00	70.00	2120	15.5	80.00	1.00
37.2	4.00	86.00	65.00	2019	16.4	80.00	3.00
28	4.00	151.00	90.00	2678	16.5	80.00	1.00
26.4	4.00	140.00	88.00	2870	18.1	80.00	1.00
24.3	4.00	151.00	90.00	3003	20.1	80.00	1.00
19.1	6.00	225.00	90.00	3381	18.7	80.00	1.00
34.3	4.00	97.00	78.00	2188	15.8	80.00	2.00
29.8	4.00	134.00	90.00	2711	15.5	80.00	3.00
31.3	4.00	120.00	75.00	2542	17.5	80.00	3.00
37	4.00	119.00	92.00	2434	15	80.00	3.00
32.2	4.00	108.00	75.00	2265	15.2	80.00	3.00
46.6	4.00	86.00	65.00	2110	17.9	80.00	3.00
27.9	4.00	156.00	105.00	2800	14.4	80.00	1.00
40.8	4.00	85.00	65.00	2110	19.2	80.00	3.00
44.3	4.00	90.00	48.00	2085	21.7	80.00	2.00
43.4	4.00	90.00	48.00	2335	23.7	80.00	2.00
36.4	5.00	121.00	67.00	2950	19.9	80.00	2.00
30	4.00	146.00	67.00	3250	21.8	80.00	2.00
44.6	4.00	91.00	67.00	1850	13.8	80.00	3.00
40.9	4.00	85.00	?	1835	17.3	80.00	2.00
33.8	4.00	97.00	67.00	2145	18	80.00	3.00
29.8	4.00	89.00	62.00	1845	15.3	80.00	2.00
32.7	6.00	168.00	132.00	2910	11.4	80.00	3.00
23.7	3.00	70.00	100.00	2420	12.5	80.00	3.00
35	4.00	122.00	88.00	2500	15.1	80.00	2.00
23.6	4.00	140.00	?	2905	14.3	80.00	1.00
32.4	4.00	107.00	72.00	2290	17	80.00	3.00
27.2	4.00	135.00	84.00	2490	15.7	81.00	1.00
26.6	4.00	151.00	84.00	2635	16.4	81.00	1.00
25.8	4.00	156.00	92.00	2620	14.4	81.00	1.00
23.5	6.00	173.00	110.00	2725	12.6	81.00	1.00
30	4.00	135.00	84.00	2385	12.9	81.00	1.00
39.1	4.00	79.00	58.00	1755	16.9	81.00	3.00
39	4.00	86.00	64.00	1875	16.4	81.00	1.00
35.1	4.00	81.00	60.00	1760	16.1	81.00	3.00
32.3	4.00	97.00	67.00	2065	17.8	81.00	3.00
37	4.00	85.00	65.00	1975	19.4	81.00	3.00
37.7	4.00	89.00	62.00	2050	17.3	81.00	3.00
34.1	4.00	91.00	68.00	1985	16	81.00	3.00
34.7	4.00	105.00	63.00	2215	14.9	81.00	1.00
34.4	4.00	98.00	65.00	2045	16.2	81.00	1.00
29.9	4.00	98.00	65.00	2380	20.7	81.00	1.00
33	4.00	105.00	74.00	2190	14.2	81.00	2.00
34.5	4.00	100.00	?	2320	15.8	81.00	2.00
33.7	4.00	107.00	75.00	2210	14.4	81.00	3.00
32.4	4.00	108.00	75.00	2350	16.8	81.00	3.00
32.9	4.00	119.00	100.00	2615	14.8	81.00	3.00
31.6	4.00	120.00	74.00	2635	18.3	81.00	3.00
28.1	4.00	141.00	80.00	3230	20.4	81.00	2.00
30.7	6.00	145.00	76.00	3160	19.6	81.00	2.00
25.4	6.00	168.00	116.00	2900	12.6	81.00	3.00
24.2	6.00	146.00	120.00	2930	13.8	81.00	3.00
22.4	6.00	231.00	110.00	3415	15.8	81.00	1.00
26.6	8.00	350.00	105.00	3725	19	81.00	1.00
20.2	6.00	200.00	88.00	3060	17.1	81.00	1.00
17.6	6.00	225.00	85.00	3465	16.6	81.00	1.00
28	4.00	112.00	88.00	2605	19.6	82.00	1.00
27	4.00	112.00	88.00	2640	18.6	82.00	1.00
34	4.00	112.00	88.00	2395	18	82.00	1.00
31	4.00	112.00	85.00	2575	16.2	82.00	1.00
29	4.00	135.00	84.00	2525	16	82.00	1.00
27	4.00	151.00	90.00	2735	18	82.00	1.00
24	4.00	140.00	92.00	2865	16.4	82.00	1.00
36	4.00	105.00	74.00	1980	15.3	82.00	2.00
37	4.00	91.00	68.00	2025	18.2	82.00	3.00
31	4.00	91.00	68.00	1970	17.6	82.00	3.00
38	4.00	105.00	63.00	2125	14.7	82.00	1.00
36	4.00	98.00	70.00	2125	17.3	82.00	1.00
36	4.00	120.00	88.00	2160	14.5	82.00	3.00
36	4.00	107.00	75.00	2205	14.5	82.00	3.00
34	4.00	108.00	70.00	2245	16.9	82.00	3.00
38	4.00	91.00	67.00	1965	15	82.00	3.00
32	4.00	91.00	67.00	1965	15.7	82.00	3.00
38	4.00	91.00	67.00	1995	16.2	82.00	3.00
25	6.00	181.00	110.00	2945	16.4	82.00	1.00
38	6.00	262.00	85.00	3015	17	82.00	1.00
26	4.00	156.00	92.00	2585	14.5	82.00	1.00
22	6.00	232.00	112.00	2835	14.7	82.00	1.00
32	4.00	144.00	96.00	2665	13.9	82.00	3.00
36	4.00	135.00	84.00	2370	13	82.00	1.00
27	4.00	151.00	90.00	2950	17.3	82.00	1.00
27	4.00	140.00	86.00	2790	15.6	82.00	1.00
44	4.00	97.00	52.00	2130	24.6	82.00	2.00
32	4.00	135.00	84.00	2295	11.6	82.00	1.00
28	4.00	120.00	79.00	2625	18.6	82.00	1.00
31	4.00	119.00	82.00	2720	19.4	82.00	1.00
